Persons,0.0,,All Causes,,,,247.7,19.7,157.9,239.3,0.5,316.0,28.1,141.8,78.1,71.4,2.1,3.4,814.3,2.9,135.8,108.2,1.4,87.0,3.8,69.4,37.3,20.2,1146.2,1.4,111.0,154.0,79.3,2.3,89.3,215.3,240.1,67.8,144.4,97.9,9140.9,204.8,4.8,34.2,19.0,214.1,52.1,91.0,6.2,107.7,200.5,710.3,54.4,6.9,53.5,77.1,503.8,33.9,8.9,29.4,15.8,17.1,693.6,6.4,51.1,539.8,14.0,13.5,53.6,836.9,192.2,109.0,1.1,84.8,104.5,16.9,6.4,319.1,42.9,125.3,2.0,8811.0,1560.0,302.3,144.1,27.1,39.2,575.1,16.9,1197.0,21.3,145.8,303.3,1.1,4.9,36.3,44.2,30.2,25.3,36.2,35.2,21.6,41.3,3.7,160.5,143.6,131.4,1.2,157.6,3.3,24.7,9.2,588.0,0.9,20.8,6.6,200.2,286.0,405.6,19.4,163.5,135.3,28.7,26.4,175.9,1588.4,22.9,41.6,13.0,1534.5,16.9,55.2,28.2,121.5,531.0,374.6,106.9,3.3,255.2,50.2,261.6,2046.3,68.1,1.1,0.8,1.2,1.0,117.2,85.8,111.8,0.7,78.5,20.0,53.1,18.6,3.9,169.2,616.9,85.8,387.4,136.8,228.1,3.3,90.7,62.0,77.3,46.0,405.3,6.6,57.9,0.6,10.4,58.1,341.9,34.4,265.5,706.6,17.6,568.3,350.3,2470.5,32.6,171.1,1.8,138.4,620.8,124.5,127.1,161.5
Persons,10.0,I.,"Communicable, maternal, perinatal and nutritional conditions",,,,119.3,0.6,25.2,159.4,0.1,44.6,1.2,5.6,2.2,7.3,0.3,0.2,268.5,0.4,2.9,7.9,0.3,50.2,1.0,18.0,0.8,10.6,158.4,0.2,2.7,100.2,48.0,0.5,29.7,129.9,12.5,43.5,100.2,8.0,466.1,22.5,2.5,18.7,1.3,132.2,0.9,6.6,0.2,4.9,32.9,451.6,3.6,3.5,11.7,11.2,64.5,5.1,5.6,13.7,0.3,8.8,399.2,0.6,1.0,31.9,7.0,7.8,1.5,38.8,102.5,6.3,0.1,24.0,65.8,10.6,1.3,32.7,6.6,1.9,0.1,3084.7,395.0,31.4,30.0,1.7,3.1,20.9,1.8,160.2,3.2,10.7,189.9,0.3,0.5,4.7,17.2,0.7,1.6,18.4,22.4,2.5,1.0,0.2,81.2,90.5,24.0,0.1,104.9,0.2,15.2,0.7,68.1,0.2,2.0,0.1,27.0,177.8,136.4,9.8,60.2,8.6,1.0,3.8,120.1,1095.0,0.4,2.9,1.3,601.7,3.0,22.2,5.2,26.4,149.9,14.8,9.8,0.2,18.2,2.4,9.1,86.6,33.8,0.1,0.1,0.1,0.4,11.5,44.5,1.9,0.1,53.3,3.5,2.7,0.7,1.1,112.0,301.6,58.3,17.7,11.3,102.2,0.5,4.1,2.3,9.7,10.2,65.4,3.0,32.7,0.1,0.9,4.5,20.8,6.7,173.4,29.4,1.3,41.6,230.4,140.7,2.6,22.6,0.3,17.1,79.8,46.1,80.6,100.1
Persons,20.0,,A.,Infectious and parasitic diseases,,,44.3,0.1,5.9,82.2,0.0,16.0,0.3,2.2,0.7,2.3,0.2,0.0,143.1,0.2,1.3,2.8,0.1,26.1,0.6,5.6,0.3,8.2,54.8,0.1,0.7,64.2,23.6,0.2,12.9,76.1,5.4,27.7,53.0,2.1,156.0,7.1,0.9,11.3,0.4,78.0,0.4,1.0,0.1,1.1,22.3,252.8,1.1,1.9,5.6,3.0,12.0,1.7,3.5,6.2,0.1,6.4,197.0,0.2,0.4,12.2,4.5,3.8,0.4,15.8,58.9,1.2,0.0,5.4,36.9,5.8,0.7,14.3,2.9,0.6,0.0,1812.4,244.4,7.5,6.1,0.3,1.7,9.8,0.8,27.9,0.4,3.6,126.3,0.1,0.1,1.2,8.8,0.3,0.6,12.4,13.7,0.7,0.5,0.1,38.0,59.7,7.3,0.0,56.4,0.0,7.5,0.3,18.2,0.1,0.7,0.0,7.8,117.5,87.5,6.7,35.7,2.3,0.3,1.0,66.1,628.6,0.1,1.0,0.4,249.2,1.3,13.8,2.0,7.1,56.7,3.2,3.1,0.0,7.8,1.0,2.6,37.7,16.8,0.0,0.1,0.0,0.2,2.4,21.6,0.6,0.0,32.9,0.3,0.4,0.1,0.5,51.6,237.3,34.6,7.1,5.4,41.9,0.3,2.1,0.8,2.0,2.8,41.1,1.3,19.0,0.0,0.4,0.8,3.8,2.9,108.5,19.4,0.4,6.5,143.9,69.8,0.9,6.2,0.1,6.5,39.4,14.2,51.9,67.8
Persons,30.0,,,1.0,Tuberculosis,,12.3,0.0,3.0,15.9,0.0,0.6,0.2,0.1,0.0,0.8,0.0,0.0,78.7,0.0,0.9,0.1,0.0,1.0,0.2,1.5,0.2,0.6,5.7,0.0,0.2,1.6,1.8,0.0,3.6,8.5,0.1,3.9,3.0,0.5,51.2,1.3,0.0,1.8,0.1,6.2,0.1,0.0,0.0,0.0,20.1,35.6,0.0,0.4,0.7,0.7,0.6,0.1,0.1,0.8,0.0,0.6,31.3,0.0,0.0,0.6,1.3,0.4,0.2,0.4,10.0,0.1,0.0,0.4,3.1,0.9,0.1,1.0,0.4,0.2,0.0,493.9,108.5,0.8,1.0,0.0,0.0,0.4,0.0,3.8,0.0,2.1,33.2,0.0,0.0,0.6,4.1,0.1,0.0,1.3,1.6,0.3,0.2,0.0,12.1,2.9,1.3,0.0,1.6,0.0,1.0,0.0,2.6,0.0,0.3,0.0,2.6,7.5,50.2,1.6,21.7,0.1,0.0,0.3,3.5,87.1,0.0,0.0,0.0,47.4,0.2,6.7,0.3,2.6,30.8,0.6,0.2,0.0,3.0,0.6,1.5,22.9,0.6,0.0,0.0,0.0,0.0,1.0,2.5,0.2,.,3.2,0.1,0.0,0.0,0.0,10.4,25.5,5.1,0.4,1.0,11.6,0.0,0.0,0.0,0.0,0.8,8.5,0.5,0.7,0.0,0.0,0.2,1.0,0.7,5.6,4.7,0.1,0.4,35.1,0.6,0.0,2.6,0.0,0.8,18.3,1.6,3.9,1.2
Persons,40.0,,,2.0,STDs excluding HIV,,0.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.0,1.2,0.0,0.2,0.6,0.0,2.9,0.1,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,2.7,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,4.8,2.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.7,0.4,0.0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,1.3,0.3,0.0,0.1,0.0,0.0,0.0,0.1,3.9,0.0,0.0,0.0,1.6,0.0,0.3,0.1,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,1.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1.4,0.0,0.0,0.1,1.7,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.6,0.2
Persons,50.0,,,,a.,Syphilis,0.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.0,1.2,0.0,0.1,0.6,0.0,2.5,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.1,2.6,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,2.7,2.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.3,0.0,0.1,0.0,0.0,0.0,0.1,3.8,0.0,0.0,0.0,1.4,0.0,0.3,0.1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.9,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1.4,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.2
Persons,60.0,,,,b.,Chlamydia,0.0,0.0,0.0,0.0,.,.,.,.,.,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.1,.,0.0,0.0,.,0.0,.,.,.,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,.,.,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,.,0.0,0.0,.,.,0.3,0.0,0.0,0.0,.,.,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.0,.,0.0,.,0.0,.,.,.,0.0,.,.,.,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,.,0.0,0.0,0.0,0.0
Persons,70.0,,,,c.,Gonorrhoea,0.0,0.0,0.0,0.0,.,0.0,.,.,.,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.2,.,0.0,0.0,.,0.0,.,.,.,.,0.0,0.1,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.1,0.0,.,.,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,.,0.0,0.0,.,.,1.0,0.1,0.0,0.0,.,.,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.1,.,0.0,.,0.0,0.0,.,.,0.0,.,.,.,0.1,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,.,.,0.0,0.0,0.1,0.0,.,.,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,0.0
Persons,80.0,,,,d.,Trichomoniasis,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Persons,85.0,,,,e.,Genital herpes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Persons,90.0,,,,f.,Other STDs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.1,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,.,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persons,100.0,,,3.0,HIV/AIDS,,0.2,0.0,0.1,9.4,0.0,1.4,0.0,0.1,0.0,0.6,0.2,0.0,0.3,0.1,0.2,0.1,0.1,2.3,0.1,1.3,.,6.7,13.5,0.0,0.0,5.0,5.3,0.1,2.9,22.0,0.3,6.8,3.8,0.5,47.4,2.6,.,3.8,0.1,26.5,0.0,0.2,0.0,0.0,0.5,37.1,0.0,0.8,3.8,1.1,0.2,0.5,1.3,0.7,0.0,4.5,23.7,0.0,0.0,0.5,1.7,1.0,0.0,0.5,15.6,0.0,0.0,0.6,3.7,1.7,0.3,5.0,1.0,0.0,0.0,89.4,24.4,2.4,.,0.0,0.0,0.9,0.7,0.1,.,0.5,50.3,.,0.0,0.2,0.3,0.1,0.0,7.8,3.5,0.1,0.0,0.0,0.4,31.3,2.9,.,4.8,0.0,0.3,0.1,4.9,.,0.0,.,0.5,62.4,11.0,3.8,1.4,0.1,0.0,0.2,1.8,67.3,.,0.0,0.1,1.3,0.5,0.7,0.5,1.4,0.0,0.2,0.8,.,0.1,0.3,0.1,10.4,5.0,.,0.0,.,.,0.1,1.6,0.0,.,3.4,.,0.0,.,.,1.2,178.7,9.4,1.1,0.0,2.3,0.2,0.0,0.0,0.0,0.1,23.3,0.0,5.3,.,0.3,0.1,0.1,1.5,53.0,13.1,0.0,0.3,51.3,8.5,0.2,0.7,.,2.3,8.4,0.2,23.5,51.2
Persons,110.0,,,4.0,Diarrhoeal diseases,,10.0,0.0,1.4,26.6,0.0,0.5,0.0,0.1,0.1,0.5,0.0,0.0,43.5,0.0,0.0,0.4,0.0,7.6,0.2,1.3,0.0,0.6,5.4,0.0,0.0,11.2,7.3,0.1,3.0,17.8,1.6,5.9,17.5,0.2,14.0,0.8,0.4,2.0,0.1,13.3,0.0,0.3,0.0,0.1,0.6,52.8,0.2,0.4,0.5,0.4,4.9,0.2,0.5,3.1,0.0,0.9,63.5,0.1,0.1,1.7,0.5,0.9,0.0,2.9,9.0,.,0.0,3.2,8.6,1.4,0.1,4.6,1.0,0.1,0.0,885.8,67.4,2.1,2.5,0.0,0.2,0.4,0.0,2.5,0.2,0.4,16.6,0.1,0.0,0.2,2.5,0.0,0.1,2.6,2.2,0.1,0.0,0.0,14.2,9.0,1.5,0.0,17.4,0.0,1.8,0.0,3.7,0.0,0.2,0.0,2.0,15.8,11.6,0.9,7.9,0.2,0.1,0.2,19.9,166.4,0.0,0.2,0.1,117.0,0.2,2.5,0.3,1.3,8.0,0.1,0.1,0.0,0.7,0.0,0.0,0.5,5.2,0.0,0.0,0.0,0.0,0.5,7.1,0.0,0.0,6.9,0.0,0.0,0.0,0.2,21.8,19.6,7.1,0.8,0.5,11.8,0.0,0.4,0.1,1.0,1.0,5.8,0.4,4.1,0.0,0.0,0.2,0.8,0.4,16.0,0.2,0.1,1.4,23.6,10.7,0.1,1.5,0.1,1.0,5.6,5.3,9.4,7.3
Persons,120.0,,,5.0,Childhood-cluster diseases,,9.6,0.0,0.2,4.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.9,0.0,0.0,0.0,0.0,1.9,0.0,0.2,0.0,0.1,0.2,0.0,0.0,4.0,0.7,0.0,0.8,2.8,0.0,0.7,3.9,0.0,3.7,0.0,0.1,0.4,0.0,3.2,0.0,0.0,0.0,0.0,0.2,19.2,0.0,0.1,0.2,0.1,1.4,0.0,0.1,0.4,.,0.0,23.7,0.0,0.0,0.0,0.3,0.1,0.0,0.0,1.6,0.0,0.0,0.0,1.3,0.3,0.0,0.9,0.1,0.0,.,105.1,15.5,0.1,0.8,.,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.7,0.0,0.0,0.2,1.8,0.0,0.0,0.0,2.1,2.4,0.1,0.0,5.1,0.0,2.3,0.0,0.1,0.0,0.0,0.0,0.5,4.0,2.7,0.1,1.1,0.0,0.0,0.0,2.9,41.8,0.0,0.0,0.0,26.3,0.0,0.4,0.1,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.0,0.9,0.0,0.0,0.0,0.0,6.7,4.1,3.0,0.0,0.1,4.5,0.0,0.0,0.0,0.4,0.2,0.3,0.1,0.7,0.0,0.0,0.1,0.2,0.0,2.7,0.0,0.0,0.0,3.8,0.0,0.0,0.1,0.0,0.0,2.2,1.6,3.7,1.4
