Persons,0.0,,All Causes,,,,252.4,23.1,181.8,223.8,0.6,330.4,28.0,159.9,84.8,79.6,2.4,3.5,737.4,3.1,119.2,111.6,1.7,91.2,4.1,77.3,36.2,19.6,1268.1,1.9,108.2,152.0,76.0,2.4,90.5,211.2,264.3,61.4,147.2,103.5,9302.1,222.6,4.9,34.4,20.8,203.3,54.2,99.7,6.6,111.8,213.5,714.2,52.4,7.0,69.1,77.4,579.3,41.4,9.8,28.3,15.2,13.1,635.2,6.5,52.4,582.8,14.0,13.9,54.8,928.9,190.0,121.5,1.0,90.1,109.2,16.4,7.0,95.3,55.3,126.3,2.2,8848.7,1684.5,339.5,172.7,28.6,43.6,644.3,18.3,1290.5,25.3,131.4,292.1,1.2,6.3,34.6,42.7,29.0,33.5,39.0,38.3,27.1,41.7,3.8,169.0,113.6,152.6,1.3,156.3,3.4,25.3,10.1,646.6,0.9,20.9,7.2,224.9,283.3,383.4,18.8,174.8,146.2,32.2,29.3,177.9,1635.0,24.1,40.6,15.0,1593.9,18.3,57.3,31.0,125.4,621.4,394.4,109.0,3.9,275.7,45.4,260.8,1889.0,61.6,1.3,0.9,1.2,1.0,135.0,86.3,116.3,0.7,75.5,22.7,51.4,19.9,4.3,167.0,529.2,90.9,427.4,131.9,234.9,3.6,91.8,67.8,148.7,48.8,442.9,7.0,56.9,0.6,9.6,63.0,394.0,36.3,232.1,627.0,18.9,619.2,321.0,2713.5,33.0,172.5,2.0,159.7,679.5,146.5,120.3,126.1
Persons,10.0,I.,"Communicable, maternal, perinatal and nutritional conditions",,,,99.4,0.7,26.8,137.8,0.1,51.2,1.3,7.3,2.3,5.9,0.4,0.2,212.4,0.4,2.2,8.8,0.3,49.4,0.9,16.1,0.7,9.0,179.8,0.3,2.3,87.8,41.4,0.4,24.5,120.1,14.8,37.2,96.7,7.8,384.4,23.3,2.3,19.0,1.5,117.7,1.1,8.4,0.3,5.7,22.2,429.8,3.3,3.1,10.7,10.4,62.7,6.4,5.9,11.9,0.4,6.1,323.7,0.6,0.6,38.3,6.4,7.5,1.7,46.5,91.6,12.0,0.1,21.4,65.5,10.1,1.3,27.2,6.5,2.7,0.1,2500.7,368.6,30.9,26.3,1.8,4.5,33.0,1.7,169.7,3.0,8.0,163.3,0.3,0.5,3.9,13.6,0.8,2.0,16.6,24.8,2.7,1.4,0.2,79.9,60.9,30.2,0.1,98.9,0.2,14.3,0.7,64.9,0.1,1.7,0.1,24.1,165.7,99.7,8.7,48.1,8.5,1.4,3.5,111.5,1086.8,0.4,3.0,1.5,571.9,2.8,19.0,4.6,24.0,159.9,19.1,10.2,0.2,26.8,2.2,10.7,77.7,26.0,0.1,0.1,0.1,0.3,10.7,40.4,3.0,0.1,49.3,4.6,2.4,0.9,1.1,107.0,197.2,57.2,22.8,12.2,89.6,0.5,5.4,3.1,8.3,10.2,69.8,3.1,29.5,0.1,0.7,4.7,21.8,8.3,133.9,23.5,1.3,49.9,190.7,153.3,2.4,18.1,0.4,20.7,73.1,47.0,70.1,64.6
Persons,20.0,,A.,Infectious and parasitic diseases,,,36.4,0.1,6.3,72.2,0.0,14.7,0.3,3.0,0.9,1.8,0.2,0.0,116.3,0.2,0.9,2.6,0.2,24.7,0.5,4.2,0.2,6.2,60.1,0.1,0.7,47.5,20.0,0.1,9.9,72.1,5.1,22.6,46.6,2.7,122.5,7.0,0.8,12.7,0.5,64.6,0.4,1.2,0.2,2.1,12.3,234.5,1.1,1.6,4.2,2.8,12.7,3.0,3.7,5.4,0.1,4.2,160.1,0.2,0.3,12.5,4.0,3.6,0.3,21.0,51.2,4.3,0.0,5.1,34.8,5.9,0.6,10.7,3.0,0.9,0.0,1504.4,233.7,7.7,4.9,0.4,2.7,16.4,0.8,28.1,0.4,2.1,104.6,0.1,0.1,0.9,6.7,0.3,0.7,9.8,16.3,1.1,0.8,0.1,39.7,36.8,8.1,0.0,51.7,0.0,6.2,0.2,17.2,0.0,0.6,0.0,7.0,109.0,58.6,5.5,28.4,3.7,0.3,0.9,60.0,606.8,0.1,1.0,0.4,233.4,1.3,11.1,1.7,5.9,52.4,2.3,2.2,0.0,8.4,0.7,2.9,34.2,12.6,0.0,0.1,0.0,0.1,2.3,19.3,0.8,0.0,30.0,0.3,0.3,0.2,0.5,59.0,138.3,33.4,8.1,6.1,34.3,0.2,2.5,0.9,3.0,2.8,38.6,1.7,16.6,0.0,0.3,0.9,3.0,4.3,76.6,14.6,0.4,7.5,111.8,73.7,0.7,5.0,0.1,7.8,30.9,13.3,43.2,36.7
Persons,30.0,,,1.0,Tuberculosis,,13.5,0.0,3.2,15.5,0.0,0.7,0.1,0.1,0.1,0.6,0.0,0.0,65.7,0.0,0.5,0.1,0.0,1.0,0.1,1.3,0.1,0.5,5.4,0.0,0.1,1.6,2.2,0.0,3.3,6.9,0.1,3.8,3.2,0.4,40.0,1.3,0.1,2.6,0.0,5.3,0.0,0.0,0.0,0.1,10.3,49.1,0.0,0.3,0.4,0.6,0.4,0.1,0.2,0.6,0.0,0.4,26.5,0.0,0.0,0.5,1.3,0.4,0.2,0.3,10.4,0.0,0.0,0.3,2.9,1.4,0.1,1.1,0.3,0.1,0.0,449.0,93.8,0.9,1.0,0.0,0.0,0.3,0.0,3.1,0.0,0.8,30.6,0.0,0.0,0.5,3.2,0.1,0.1,1.1,3.1,0.7,0.2,0.0,12.2,3.8,1.2,0.0,1.3,0.0,0.9,0.0,2.2,0.0,0.3,0.0,2.8,9.1,30.3,1.5,17.3,0.0,0.0,0.2,3.8,112.6,0.0,0.0,0.0,45.2,0.2,4.3,0.3,2.4,28.9,0.6,0.2,0.0,2.7,0.3,1.1,14.3,0.6,0.0,0.0,0.0,0.1,0.8,2.2,0.1,0.0,4.1,0.0,0.0,0.0,0.1,10.5,19.9,5.8,0.3,0.9,7.0,0.0,0.0,0.0,0.0,0.8,9.6,1.2,0.5,0.0,0.0,0.1,0.6,0.7,9.6,3.8,0.1,0.4,28.0,0.5,0.1,2.0,0.0,0.8,13.9,2.4,4.8,1.1
Persons,40.0,,,2.0,STDs excluding HIV,,0.1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.3,0.1,0.0,0.0,1.3,0.0,0.1,0.7,0.0,3.0,0.1,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.1,4.0,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,4.1,2.4,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.8,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,1.5,0.3,0.0,0.1,0.0,0.0,0.0,0.1,5.3,0.0,0.0,0.0,1.5,0.0,0.3,0.1,0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.3,0.4,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1.5,0.0,0.0,0.1,2.0,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.8,0.2
Persons,50.0,,,,a.,Syphilis,0.1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.3,0.1,0.0,0.0,1.2,0.0,0.1,0.7,0.0,2.6,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.1,3.9,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,1.9,2.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.3,0.0,0.1,0.0,0.0,0.0,0.1,5.2,0.0,0.0,0.0,1.2,0.0,0.3,0.1,0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,1.1,0.4,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1.5,0.0,0.0,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.7,0.1
Persons,60.0,,,,b.,Chlamydia,0.0,0.0,0.0,0.0,.,.,.,0.0,.,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.1,.,0.0,0.0,.,0.0,.,.,.,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,.,.,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,.,0.0,0.0,.,.,0.4,0.0,0.0,0.0,.,.,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.0,.,0.0,.,0.0,0.0,.,.,0.0,.,.,.,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,.,0.0,0.0,0.0,0.0
Persons,70.0,,,,c.,Gonorrhoea,0.0,0.0,0.0,0.0,.,.,.,.,.,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.2,.,0.0,0.0,.,0.0,.,.,.,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.1,0.0,.,.,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,.,0.0,0.0,.,.,1.1,0.0,0.0,0.0,.,.,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.1,.,0.0,.,0.0,0.0,.,.,0.0,.,.,.,0.1,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,.,.,0.0,0.0,0.1,0.0,.,.,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persons,80.0,,,,d.,Trichomoniasis,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Persons,85.0,,,,e.,Genital herpes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Persons,90.0,,,,f.,Other STDs,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.1,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,.,.,0.0,0.0,.,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persons,100.0,,,3.0,HIV/AIDS,,0.3,0.0,0.2,9.5,0.0,1.7,0.1,0.0,0.0,0.5,0.2,0.0,0.4,0.0,0.2,0.0,0.1,2.6,0.1,0.4,.,4.8,13.9,0.0,0.0,4.2,3.2,0.0,2.0,24.5,0.2,5.4,3.4,0.5,35.1,2.6,.,4.5,0.2,20.5,0.0,0.5,0.0,0.0,0.7,27.5,0.0,0.6,2.7,1.2,0.3,0.7,1.5,0.4,0.0,2.9,14.6,0.0,.,0.4,1.2,1.0,0.0,0.4,13.3,0.0,0.0,1.0,3.2,1.6,0.3,3.9,0.9,0.0,0.0,74.9,37.9,2.5,.,0.0,0.0,0.7,0.7,0.1,.,0.5,32.6,.,0.0,0.1,0.4,0.1,0.1,5.1,3.0,0.1,0.0,0.0,0.9,14.9,3.5,.,6.0,0.0,0.3,0.1,4.8,.,0.0,.,0.4,58.1,9.8,2.7,0.9,0.0,0.0,0.2,1.5,41.9,0.0,0.0,0.0,4.7,0.7,0.6,0.6,1.0,0.2,0.2,0.4,.,0.1,0.3,0.2,16.0,3.2,.,0.0,.,.,0.2,1.7,0.0,.,3.4,0.0,0.0,0.0,.,0.9,88.5,8.9,0.7,0.1,2.9,0.1,0.0,0.0,0.0,0.3,19.3,0.0,4.0,.,0.2,0.2,0.2,2.9,29.3,9.4,0.0,0.2,32.0,6.6,0.2,1.1,.,3.4,5.9,0.3,17.6,23.5
Persons,110.0,,,4.0,Diarrhoeal diseases,,7.3,0.0,1.5,19.1,0.0,0.5,0.0,0.3,0.1,0.4,0.0,0.0,36.5,0.0,0.0,0.5,0.0,7.8,0.2,1.0,0.0,0.6,4.9,0.0,0.0,12.9,6.2,0.0,2.4,14.1,1.1,5.6,17.1,0.4,10.4,0.7,0.4,1.3,0.1,14.2,0.0,0.2,0.0,0.3,0.5,52.7,0.2,0.4,0.6,0.4,4.1,0.2,0.4,2.5,0.0,0.6,47.0,0.1,0.0,1.9,0.4,0.7,0.0,5.9,7.9,0.0,0.0,2.8,8.5,1.0,0.1,3.2,1.1,0.4,0.0,728.1,63.9,2.0,1.8,0.0,0.2,1.0,0.0,2.6,0.1,0.3,15.3,0.1,0.0,0.1,1.9,0.0,0.1,2.7,1.9,0.1,0.0,0.0,13.3,6.8,1.5,0.0,15.2,0.0,1.9,0.0,4.1,0.0,0.1,0.0,1.5,14.0,8.8,0.8,6.6,0.6,0.1,0.2,16.9,163.3,0.0,0.1,0.1,113.4,0.1,2.4,0.2,1.1,7.0,0.6,0.2,0.0,0.7,0.0,0.2,0.5,3.6,0.0,0.0,0.0,0.0,0.5,6.2,0.2,0.0,6.2,0.0,0.0,0.0,0.2,15.4,18.1,7.1,0.9,0.5,9.3,0.0,0.3,0.2,1.7,0.9,6.4,0.3,3.7,0.0,0.0,0.2,0.7,0.4,13.5,0.3,0.1,1.7,19.5,10.3,0.2,0.8,0.1,1.0,4.9,5.0,7.6,5.7
Persons,120.0,,,5.0,Childhood-cluster diseases,,5.7,0.0,0.3,5.0,.,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.6,0.0,0.0,0.0,0.0,1.6,0.0,0.2,0.0,0.0,0.1,0.0,0.0,1.0,0.6,0.0,0.4,3.5,0.0,1.1,3.7,0.0,1.9,0.0,0.1,1.6,0.0,3.6,0.0,0.0,0.0,0.0,0.1,24.9,0.0,0.1,0.2,0.1,3.2,0.0,0.4,0.9,.,0.0,37.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.2,0.0,0.0,0.1,2.3,0.6,0.0,0.7,0.1,0.0,0.0,66.8,12.8,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.3,0.0,0.0,0.0,0.4,0.0,0.0,0.2,2.5,0.0,0.0,.,2.1,1.0,0.1,0.0,3.0,.,0.7,0.0,0.0,0.0,0.1,0.0,0.5,2.7,2.5,0.1,0.7,0.0,0.0,0.0,4.3,54.4,0.0,0.0,0.0,17.4,0.0,0.5,0.1,0.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0,1.9,0.0,0.0,0.0,0.0,22.3,1.7,2.1,0.0,0.1,4.1,0.0,0.0,0.0,0.5,0.3,0.2,0.1,0.6,0.0,0.0,0.1,0.2,0.0,2.8,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.2,1.6,1.3,0.8
